"SiteID","Date","bap","Families"
"42.01697_-77.12717","2007-08-01",8.48,"Aeshnidae,Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Haliplidae,Isonychiidae,Leptophlebiidae,Leuctridae,Lymnaeidae,Perlidae,Philopotamidae,Physidae,Polycentropodidae,Psephenidae,Tipulidae,Turbellaria"
"42.0175_-76.90222","2002-07-31",7.8,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Leptophlebiidae,Philopotamidae,Physidae,Polycentropodidae,Simuliidae"
"42.01783_-77.12186","2007-08-01",8.62,"Baetidae,Cambaridae,Chironomidae,Elmidae,Empididae,Glossosomatidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Limnephilidae,Perlidae,Psephenidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.01944_-74.26667","2012-09-13",8.21,"Baetidae,Chironomidae,Corydalidae,Ephemeridae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Psephenidae"
"42.02278_-75.11806","2014-08-05",8.62,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Perlidae,Rhyacophilidae,Simuliidae,Tipulidae,Turbellaria"
"42.02321_-77.72809","1999-08-10",8.48,"Athericidae,Baetidae,Caenidae,Cambaridae,Chironomidae,Elmidae,Empididae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Leuctridae,Odontoceridae,Philopotamidae,Tipulidae"
"42.03083_-78.98695","2006-09-12",8.33,"Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Peltoperlidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.0334_-76.8772","1998-08-13",8.6,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Perlidae,Philopotamidae,Tipulidae,Turbellaria"
"42.035_-78.625","2011-07-27",7.99,"Aeshnidae,Athericidae,Calopterygidae,Chironomidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Hydropsychidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Physidae,Sialidae,Tabanidae,Tipulidae"
"42.03936_-75.06767","2014-08-05",7.66,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Odontoceridae,OLIGOCHAETA,Perlidae"
"42.04_-76.44639","2008-08-06",8.89,"Amphipoda,Ancylidae,Baetidae,Brachycentridae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Lepidostomatidae,Leptohyphidae,Pelecypoda,Perlidae,Potamanthidae"
"42.04167_-75.06805","1999-08-18",8.48,"Baetidae,Chironomidae,Elmidae,Empididae,Heptageniidae,Isonychiidae,Lepidostomatidae,Leptophlebiidae,Limnephilidae,Perlidae,Philopotamidae"
"42.044645_-75.524657","2014-08-07",8.54,"Aeshnidae,Baetidae,Capniidae,Chironomidae,Corydalidae,Elmidae,Goeridae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.045_-75.02194","1999-08-19",8.87,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydroptilidae,Isonychiidae,Lepidostomatidae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.0453_-77.7206","2009-07-28",8.63,"Baetidae,Cambaridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Nemouridae,Perlidae,Psephenidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.04667_-74.2801","2010-08-18",8,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,OLIGOCHAETA,Perlidae"
"42.0545_-74.45748","2012-08-21",8.22,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,Leptophlebiidae,Perlidae,Tipulidae"
"42.0547_-76.62339","2013-09-10",7.94,"Baetidae,Chironomidae,Chloroperlidae,Empididae,Ephemerellidae,Gomphidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Leptophlebiidae,Perlodidae,Philopotamidae,Polycentropodidae,Psephenidae,Turbellaria"
"42.0596_-77.509753","2012-08-01",7.78,"Cambaridae,Chironomidae,Chloroperlidae,Dixidae,Elmidae,Goeridae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Lymnaeidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.06222_-76.35028","2004-08-24",8.58,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,OLIGOCHAETA,Perlidae,Psephenidae,Tipulidae,Turbellaria"
"42.06522_-74.94135","2011-08-02",7.58,"Baetidae,Chironomidae,Chloroperlidae,Heptageniidae,Lepidostomatidae,Leptophlebiidae,Peltoperlidae,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Tipulidae,Uenoidae"
"42.06528_-76.73389","2002-08-01",7.84,"Chironomidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Odontoceridae,OLIGOCHAETA,Philopotamidae,Psephenidae,Tipulidae"
"42.06556_-74.46069","2011-08-01",8.57,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Perlodidae,Simuliidae,Tipulidae"
"42.06597_-74.30683","2010-08-18",8.4,"Baetidae,Chironomidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Philopotamidae,Rhyacophilidae,Tipulidae,Turbellaria"
"42.06712_-74.59073","2011-08-01",8.03,"Baetidae,Chironomidae,Chloroperlidae,Ephemerellidae,Heptageniidae,Leuctridae,Peltoperlidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.068302_-74.820992","2014-08-07",7.71,"Athericidae,Baetidae,Chironomidae,Ephemerellidae,Lepidostomatidae,Leuctridae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"42.06929_-75.10797","2011-08-03",7.81,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,Leuctridae,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Simuliidae"
"42.06935_-77.27852","1997-08-12",7.92,"Baetidae,Caenidae,Chironomidae,Empididae,Ephemerellidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Leptophlebiidae,Perlidae"
"42.07155_-78.64404","2011-07-27",7.51,"Amphipoda,Athericidae,Brachycentridae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemeridae,Gomphidae,Gyrinidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Philopotamidae,Simuliidae"
"42.07361_-75.63667","2003-07-31",8.92,"Baetidae,Caenidae,Chironomidae,Coenagrionidae,Elmidae,Empididae,Ephemerellidae,Gyrinidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Lepidostomatidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polymitarcyidae,Potamanthidae,Psephenidae,Psychomyiidae"
"42.07555_-78.29278","2006-09-11",8.13,"Baetidae,Capniidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Odontoceridae,OLIGOCHAETA,Perlidae,Philopotamidae,Rhyacophilidae,Simuliidae"
"42.07911_-77.32816","2007-08-01",9.12,"Athericidae,Caenidae,Chironomidae,Coenagrionidae,Elmidae,Empididae,Ephemerellidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae,Turbellaria"
"42.07972_-74.33444","2012-08-21",7.75,"Baetidae,Chironomidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae"
"42.07984_-79.69484","1996-08-22",7.99,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"42.08216_-74.31135","2010-08-18",7.73,"Amphipoda,Baetidae,Chironomidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae"
"42.0822_-76.86594","2007-08-01",8.29,"Athericidae,Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Lepidostomatidae,Pelecypoda,Philopotamidae,Psychomyiidae"
"42.08222_-77.30917","2012-08-01",8.41,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Leptohyphidae,Philopotamidae,Psephenidae,Psychomyiidae,Tipulidae"
"42.08306_-74.31556","2012-08-21",7.83,"Baetidae,Chironomidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlodidae,Philopotamidae"
"42.08325_-76.75383","2007-08-01",9.15,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Leptohyphidae,Leptophlebiidae,OLIGOCHAETA,Philopotamidae,Psephenidae,Tipulidae"
"42.08611_-78.555","2006-09-12",7.87,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polycentropodidae,Simuliidae,Tipulidae"
"42.08667_-76.28167","2003-07-21",8.57,"Baetidae,Caenidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,OLIGOCHAETA,Pelecypoda,Philopotamidae,Polymitarcyidae,Psephenidae,Psychomyiidae,Simuliidae"
"42.09002_-78.05727","2000-08-09",7.68,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Simuliidae,Tipulidae"
"42.09139_-76.26806","2003-07-21",7.73,"Baetidae,Chironomidae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Perlidae,Polycentropodidae,Simuliidae,Tipulidae"
"42.0925_-76.2175","2003-09-11",8.82,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.094_-78.854","2011-07-27",8.78,"Baetidae,Capniidae,Chironomidae,Elmidae,Ephemeridae,Glossosomatidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Simuliidae,Tipulidae"
"42.09418_-75.17786","2014-08-05",7.51,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Leuctridae,Nemouridae,Perlidae,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"42.09964_-78.73546","2011-07-27",8.68,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemeridae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"42.10059_-77.93893","2014-07-03",8.41,"Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Polycentropodidae,Psephenidae,Pteronarcidae,Turbellaria"
"42.10194_-74.31083","2011-08-25",7.93,"Athericidae,Brachycentridae,Chironomidae,Ephemerellidae,Heptageniidae,Isonychiidae,Perlidae,Perlodidae,Tipulidae"
"42.10247_-75.48158","2008-07-17",7.88,"Baetidae,Chironomidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,Perlidae,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"42.1031_-78.03491","2000-08-09",8.35,"Baetidae,Caenidae,Cambaridae,Chironomidae,Corydalidae,Elmidae,Gomphidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,OLIGOCHAETA,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"42.10327_-77.23372","2013-09-10",7.54,"Baetidae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydrophilidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.10332_-78.58036","2006-09-12",8.17,"Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlidae,Philopotamidae,Simuliidae"
"42.10417_-74.43667","2010-08-17",9.19,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,OLIGOCHAETA,Philopotamidae,Rhyacophilidae,Tipulidae"
"42.10778_-74.45139","2010-08-17",9.77,"Athericidae,Baetidae,Brachycentridae,Cambaridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Isonychiidae,Leptophlebiidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.109017_-76.406538","2013-07-24",8.1,"Aeshnidae,Baetidae,Capniidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Simuliidae,Tipulidae"
"42.1097_-77.00042","2007-08-01",8.46,"Baetidae,Cambaridae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Perlidae,Philopotamidae,Psephenidae"
"42.112642_-74.358497","2010-08-17",9.3,"Baetidae,Cambaridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Psephenidae,Pteronarcidae,Tipulidae"
"42.1148_-74.8903","2011-08-02",8.16,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Peltoperlidae,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Tipulidae"
"42.116111_-74.380278","2010-08-17",9.14,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Tipulidae"
"42.11616_-77.29913","2013-09-10",7.64,"Baetidae,Caenidae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Philopotamidae,Potamanthidae,Simuliidae"
"42.11694_-74.38055","2012-08-21",8.23,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Ephemerellidae,Glossosomatidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlodidae,Rhyacophilidae,Tipulidae"
"42.117969_-74.378289","2010-08-17",9.23,"Athericidae,Baetidae,Brachycentridae,Caenidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Tipulidae"
"42.11885_-74.67198","2011-08-02",8.51,"Baetidae,Cambaridae,Chironomidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Tipulidae"
"42.11945_-75.24944","2011-08-03",8.78,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,Leuctridae,Perlidae,Philopotamidae,Polycentropodidae,Tipulidae"
"42.12028_-78.65444","2006-09-12",8.43,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Ephemeridae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlidae,Perlodidae,Psephenidae,Tipulidae"
"42.12032_-78.41949","2011-07-28",8.99,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Ephemeridae,Gyrinidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Potamanthidae,Psephenidae,Sialidae,Tipulidae"
"42.1216_-74.3994","2010-08-17",8.31,"Baetidae,Brachycentridae,Chironomidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Philopotamidae,Pteronarcidae,Tipulidae"
"42.123043_-75.58313","2013-07-23",8.01,"Baetidae,Chironomidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Limnephilidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Tipulidae"
"42.12611_-74.67111","2006-09-28",7.7,"Baetidae,Chironomidae,Ephemerellidae,Glossosomatidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,OLIGOCHAETA,Perlidae,Philopotamidae,Turbellaria"
"42.12861_-75.16055","2015-09-03",7.83,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Perlidae,Philopotamidae,Psephenidae,Simuliidae"
"42.13722_-74.65833","1999-07-30",8.17,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Isonychiidae,Lepidostomatidae,OLIGOCHAETA,Perlidae,Philopotamidae,Tipulidae"
"42.14056_-75.895","2003-07-22",8.33,"Aeshnidae,Baetidae,Brachycentridae,Caenidae,Cambaridae,Chironomidae,Chloroperlidae,Dytiscidae,Elmidae,Ephemerellidae,Hirudinea,Hydropsychidae,Leptophlebiidae,Lymnaeidae,OLIGOCHAETA,Perlidae,Physidae,Psephenidae,Simuliidae,Tipulidae"
"42.1474_-74.4779","2011-07-21",8.61,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Lepidostomatidae,Leuctridae,Peltoperlidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.147805_-74.11623","2015-09-09",8.07,"Aeshnidae,Baetidae,Cambaridae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,OLIGOCHAETA,Pelecypoda,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae,Turbellaria"
"42.15028_-74.81598","2011-08-02",7.81,"Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,Leuctridae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Tipulidae"
"42.15111_-74.60111","2000-09-20",8.55,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Rhyacophilidae,Tipulidae"
"42.15123_-74.51849","2011-07-21",8.71,"Baetidae,Brachycentridae,Chironomidae,Empididae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Leuctridae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae"
"42.152726_-74.120305","2015-09-09",8.58,"Aeshnidae,Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Odontoceridae,OLIGOCHAETA,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.15306_-73.84472","2012-09-11",7.61,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Helicopsychidae,Hydropsychidae,Perlidae,Philopotamidae,Polycentropodidae,Potamanthidae,Simuliidae,Tipulidae"
"42.15454_-78.70354","2011-07-27",8.84,"Baetidae,Brachycentridae,Caenidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae,Polymitarcyidae,Psephenidae,Psychomyiidae,Tipulidae"
"42.15501_-78.0023","2000-08-09",8.52,"Baetidae,Cambaridae,Capniidae,Chironomidae,Elmidae,Ephemeridae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,OLIGOCHAETA,Perlidae,Psephenidae,Pteronarcidae,Tipulidae"
"42.15556_-74.52611","1995-07-27",8.32,"Ancylidae,Baetidae,Brachycentridae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Hydropsychidae,Leptophlebiidae,Pelecypoda,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae,Turbellaria"
"42.15622_-74.53242","2014-08-05",8.57,"Baetidae,Cambaridae,Chironomidae,Elmidae,Empididae,Heptageniidae,Hydropsychidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.15679_-76.37886","2008-08-06",8.09,"Ancylidae,Athericidae,Baetidae,Caenidae,Cambaridae,Chironomidae,Elmidae,Empididae,Gomphidae,Heptageniidae,Hydropsychidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Psychomyiidae,Tipulidae"
"42.15944_-74.55556","2014-08-05",8.72,"Baetidae,Brachycentridae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Polycentropodidae,Rhyacophilidae,Tipulidae"
"42.15972_-75.275","2014-08-05",7.88,"Baetidae,Caenidae,Chironomidae,Corydalidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.163_-78.723","2011-07-27",8.4,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Tipulidae"
"42.165_-74.52084","1995-07-27",8.53,"Ancylidae,Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Lepidostomatidae,Leptophlebiidae,Odontoceridae,Philopotamidae,Polycentropodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.16667_-75.13","2014-08-05",8.38,"Baetidae,Cambaridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,OLIGOCHAETA,Perlidae,Simuliidae,Tipulidae"
"42.16751_-77.10477","2012-07-31",7.87,"Baetidae,Brachycentridae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Pelecypoda,Perlidae,Philopotamidae,Simuliidae"
"42.16775_-77.95763","2010-09-07",8.64,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Gomphidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.16806_-75.82445","2003-07-23",8.77,"Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Empididae,Ephemeridae,Gomphidae,Heptageniidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Lymnaeidae,Polycentropodidae,Simuliidae,Tipulidae"
"42.16861_-76.10555","2003-07-22",8.08,"Baetidae,Caenidae,Chironomidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Psephenidae"
"42.16882_-75.89902","2009-07-15",8.42,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Philopotamidae,Psephenidae,Tipulidae,Uenoidae"
"42.17102_-77.98788","2014-07-03",7.97,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Philopotamidae,Polycentropodidae,Psephenidae,Tipulidae,Turbellaria"
"42.17222_-76.73333","2002-07-30",7.55,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Gomphidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Leptohyphidae,Philopotamidae,Polycentropodidae,Psephenidae,Tipulidae"
"42.17389_-75.28","1999-08-18",9.18,"Athericidae,Baetidae,Capniidae,Chironomidae,Elmidae,Empididae,Heptageniidae,Isonychiidae,Leuctridae,Perlidae,Philopotamidae,Rhyacophilidae,Tipulidae"
"42.175_-75.01778","2004-07-01",8.29,"Athericidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Limnephilidae,Perlidae,Philopotamidae,Psephenidae"
"42.175525_-75.17101","2014-08-05",8.39,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Lepidostomatidae,Leuctridae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.17694_-75.27889","2015-08-25",7.88,"Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,Perlidae,Psephenidae,Tipulidae"
"42.1775_-75.12778","2015-08-25",8.46,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Isonychiidae,Lepidostomatidae,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Tipulidae,Turbellaria"
"42.18395_-77.15182","2004-07-09",7.96,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Limnephilidae,Psychomyiidae,Simuliidae"
"42.18506_-74.27654","2011-07-21",8.51,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.18583_-74.15667","2005-08-17",7.64,"Athericidae,Baetidae,Chironomidae,Corydalidae,Gomphidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Philopotamidae,Polycentropodidae,Pteronarcidae,Simuliidae,Tipulidae,Turbellaria"
