"sample_id","coll_date","bap","WAVE","freq"
"1294",941,"7/22/2003",7.24,"Polycentropodidae",1
"1295",941,"7/22/2003",7.24,"Leptohyphidae",1
"1296",942,"7/21/2003",9.11,"Perlidae",3
"1297",942,"7/21/2003",9.11,"Caenidae",1
"1298",942,"7/21/2003",9.11,"Philopotamidae",2
"1299",942,"7/21/2003",9.11,"Ephemerellidae",1
"1300",942,"7/21/2003",9.11,"Heptageniidae",3
"1301",942,"7/21/2003",9.11,"Isonychiidae",1
"1302",942,"7/21/2003",9.11,"Leuctridae",1
"1303",942,"7/21/2003",9.11,"Psephenidae",1
"1304",942,"7/21/2003",9.11,"Leptophlebiidae",1
"1305",944,"9/11/2003",8.82,"Perlidae",1
"1306",944,"9/11/2003",8.82,"Caenidae",1
"1307",944,"9/11/2003",8.82,"Philopotamidae",1
"1308",944,"9/11/2003",8.82,"Isonychiidae",1
"1309",944,"9/11/2003",8.82,"Heptageniidae",3
"1310",944,"9/11/2003",8.82,"Psephenidae",1
"1311",944,"9/11/2003",8.82,"Ephemerellidae",2
"1312",954,"7/21/2003",7.38,"Philopotamidae",1
"1313",954,"7/21/2003",7.38,"Isonychiidae",1
"1314",954,"7/21/2003",7.38,"Leptophlebiidae",1
"1315",954,"7/21/2003",7.38,"Leptohyphidae",1
"1316",957,"7/22/2003",8.27,"Caenidae",1
"1317",957,"7/22/2003",8.27,"Philopotamidae",1
"1318",957,"7/22/2003",8.27,"Leptophlebiidae",3
"1319",957,"7/22/2003",8.27,"Isonychiidae",1
"1320",957,"7/22/2003",8.27,"Perlidae",1
"1321",957,"7/22/2003",8.27,"Heptageniidae",2
"1322",964,"9/12/2003",7.99,"Perlidae",1
"1323",964,"9/12/2003",7.99,"Athericidae",1
"1324",964,"9/12/2003",7.99,"Isonychiidae",1
"1325",964,"9/12/2003",7.99,"Psephenidae",1
"1326",964,"9/12/2003",7.99,"Odontoceridae",1
"1327",964,"9/12/2003",7.99,"Ephemerellidae",1
"1328",964,"9/12/2003",7.99,"Heptageniidae",1
"1329",971,"7/22/2003",9.12,"Perlidae",1
"1330",971,"7/22/2003",9.12,"Chloroperlidae",1
"1331",971,"7/22/2003",9.12,"Ephemerellidae",3
"1332",971,"7/22/2003",9.12,"Heptageniidae",2
"1333",971,"7/22/2003",9.12,"Glossosomatidae",1
"1334",971,"7/22/2003",9.12,"Isonychiidae",1
"1335",971,"7/22/2003",9.12,"Lepidostomatidae",1
"1336",971,"7/22/2003",9.12,"Leuctridae",1
"1337",971,"7/22/2003",9.12,"Leptophlebiidae",1
"1338",971,"7/22/2003",9.12,"Polycentropodidae",1
"1339",971,"7/22/2003",9.12,"Psephenidae",1
"1340",971,"7/22/2003",9.12,"Odontoceridae",1
"1341",971,"7/22/2003",9.12,"Rhyacophilidae",1
"1342",971,"7/22/2003",9.12,"Gomphidae",1
"1343",973,"7/21/2003",7.73,"Perlidae",1
"1344",973,"7/21/2003",7.73,"Ephemerellidae",1
"1345",973,"7/21/2003",7.73,"Heptageniidae",3
"1346",973,"7/21/2003",7.73,"Leptophlebiidae",1
"1347",973,"7/21/2003",7.73,"Polycentropodidae",1
"1348",974,"7/22/2003",8.08,"Caenidae",1
"1349",974,"7/22/2003",8.08,"Philopotamidae",1
"1350",974,"7/22/2003",8.08,"Corydalidae",1
"1351",974,"7/22/2003",8.08,"Glossosomatidae",1
"1352",974,"7/22/2003",8.08,"Isonychiidae",1
"1353",974,"7/22/2003",8.08,"Heptageniidae",2
"1354",974,"7/22/2003",8.08,"Leuctridae",1
"1355",974,"7/22/2003",8.08,"Rhyacophilidae",1
"1356",974,"7/22/2003",8.08,"Ephemerellidae",2
"1357",974,"7/22/2003",8.08,"Leptophlebiidae",1
"1358",975,"7/21/2003",7.54,"Philopotamidae",1
"1359",975,"7/21/2003",7.54,"Ephemerellidae",1
"1360",975,"7/21/2003",7.54,"Glossosomatidae",1
"1361",975,"7/21/2003",7.54,"Isonychiidae",1
"1362",975,"7/21/2003",7.54,"Leuctridae",1
"1363",975,"7/21/2003",7.54,"Heptageniidae",1
"1364",975,"7/21/2003",7.54,"Psephenidae",1
"1365",975,"7/21/2003",7.54,"Leptohyphidae",1
"1366",975,"7/21/2003",7.54,"Caenidae",1
"1367",977,"9/11/2003",7.13,"Philopotamidae",2
"1368",977,"9/11/2003",7.13,"Psephenidae",1
"1369",977,"9/11/2003",7.13,"Ephemerellidae",1
"1370",977,"9/11/2003",7.13,"Heptageniidae",2
"1371",982,"7/21/2003",8.1,"Caenidae",1
"1372",982,"7/21/2003",8.1,"Isonychiidae",1
"1373",982,"7/21/2003",8.1,"Heptageniidae",4
"1374",982,"7/21/2003",8.1,"Psephenidae",1
"1375",982,"7/21/2003",8.1,"Ephemerellidae",1
"1376",984,"7/21/2003",8,"Philopotamidae",1
"1377",984,"7/21/2003",8,"Glossosomatidae",1
"1378",984,"7/21/2003",8,"Isonychiidae",1
"1379",984,"7/21/2003",8,"Heptageniidae",2
"1380",984,"7/21/2003",8,"Leuctridae",1
"1381",984,"7/21/2003",8,"Psephenidae",1
"1382",984,"7/21/2003",8,"Ephemerellidae",1
"1383",984,"7/21/2003",8,"Perlidae",1
"1384",994,"8/20/2003",7.2,"Perlidae",3
"1385",994,"8/20/2003",7.2,"Philopotamidae",2
"1386",994,"8/20/2003",7.2,"Isonychiidae",1
"1387",994,"8/20/2003",7.2,"Psephenidae",1
"1388",994,"8/20/2003",7.2,"Heptageniidae",1
"1389",994,"8/20/2003",7.2,"Polycentropodidae",1
"1390",1002,"8/20/2003",8,"Perlidae",1
"1391",1002,"8/20/2003",8,"Baetiscidae",1
"1392",1002,"8/20/2003",8,"Brachycentridae",1
"1393",1002,"8/20/2003",8,"Philopotamidae",1
"1394",1002,"8/20/2003",8,"Ephemerellidae",1
"1395",1002,"8/20/2003",8,"Helicopsychidae",1
"1396",1002,"8/20/2003",8,"Isonychiidae",1
"1397",1002,"8/20/2003",8,"Corydalidae",1
"1398",1002,"8/20/2003",8,"Pteronarcidae",1
"1399",1002,"8/20/2003",8,"Rhyacophilidae",1
"1400",1002,"8/20/2003",8,"Gomphidae",1
"1401",1006,"8/21/2003",7.73,"Athericidae",1
"1402",1006,"8/21/2003",7.73,"Corydalidae",1
"1403",1006,"8/21/2003",7.73,"Perlidae",1
"1404",1006,"8/21/2003",7.73,"Rhyacophilidae",1
"1405",1010,"8/19/2003",6.8,"Philopotamidae",1
"1406",1010,"8/19/2003",6.8,"Heptageniidae",1
"1407",1010,"8/19/2003",6.8,"Corydalidae",1
"1408",1012,"8/21/2003",5.55,"Hydroptilidae",1
"1409",1012,"8/21/2003",5.55,"Corydalidae",1
"1410",1012,"8/21/2003",5.55,"Heptageniidae",1
"1411",1015,"8/21/2003",7.28,"Perlidae",1
"1412",1015,"8/21/2003",7.28,"Philopotamidae",1
"1413",1015,"8/21/2003",7.28,"Heptageniidae",1
"1414",1015,"8/21/2003",7.28,"Glossosomatidae",1
"1415",1015,"8/21/2003",7.28,"Hydroptilidae",1
"1416",1015,"8/21/2003",7.28,"Brachycentridae",1
"1417",1015,"8/21/2003",7.28,"Corydalidae",1
"1418",1015,"8/21/2003",7.28,"Pteronarcidae",1
"1419",1020,"8/20/2003",7.78,"Perlidae",2
"1420",1020,"8/20/2003",7.78,"Brachycentridae",1
"1421",1020,"8/20/2003",7.78,"Philopotamidae",1
"1422",1020,"8/20/2003",7.78,"Heptageniidae",2
"1423",1020,"8/20/2003",7.78,"Glossosomatidae",1
"1424",1020,"8/20/2003",7.78,"Isonychiidae",1
"1425",1024,"8/21/2003",7.4,"Athericidae",1
"1426",1024,"8/21/2003",7.4,"Philopotamidae",1
"1427",1024,"8/21/2003",7.4,"Heptageniidae",1
"1428",1024,"8/21/2003",7.4,"Psephenidae",1
"1429",1028,"8/20/2003",8.52,"Perlidae",2
"1430",1028,"8/20/2003",8.52,"Athericidae",1
"1431",1028,"8/20/2003",8.52,"Philopotamidae",2
"1432",1028,"8/20/2003",8.52,"Heptageniidae",5
"1433",1028,"8/20/2003",8.52,"Glossosomatidae",1
"1434",1028,"8/20/2003",8.52,"Isonychiidae",1
"1435",1028,"8/20/2003",8.52,"Corydalidae",1
"1436",1028,"8/20/2003",8.52,"Polycentropodidae",1
"1437",1028,"8/20/2003",8.52,"Psephenidae",1
"1438",1038,"8/20/2003",5.47,"Isonychiidae",1
"1439",1038,"8/20/2003",5.47,"Polycentropodidae",1
"1440",1038,"8/20/2003",5.47,"Heptageniidae",1
"1441",1042,"8/19/2003",6.16,"Helicopsychidae",1
"1442",1042,"8/19/2003",6.16,"Hydroptilidae",1
"1443",1042,"8/19/2003",6.16,"Psephenidae",1
"1444",1045,"8/19/2003",8.51,"Perlidae",2
"1445",1045,"8/19/2003",8.51,"Athericidae",1
"1446",1045,"8/19/2003",8.51,"Philopotamidae",2
"1447",1045,"8/19/2003",8.51,"Ephemeridae",1
"1448",1045,"8/19/2003",8.51,"Isonychiidae",1
"1449",1045,"8/19/2003",8.51,"Polycentropodidae",1
"1450",1045,"8/19/2003",8.51,"Corydalidae",1
"1451",1045,"8/19/2003",8.51,"Gomphidae",1
"1452",1045,"8/19/2003",8.51,"Pteronarcidae",1
"1453",1045,"8/19/2003",8.51,"Rhyacophilidae",1
"1454",1058,"8/21/2003",6.16,"Perlidae",1
"1455",1058,"8/21/2003",6.16,"Philopotamidae",1
"1456",1058,"8/21/2003",6.16,"Polycentropodidae",1
"1457",1058,"8/21/2003",6.16,"Psephenidae",1
"1458",1058,"8/21/2003",6.16,"Heptageniidae",1
"1459",1059,"8/19/2003",8.75,"Philopotamidae",2
"1460",1059,"8/19/2003",8.75,"Psephenidae",2
"1461",1059,"8/19/2003",8.75,"Heptageniidae",2
"1462",1059,"8/19/2003",8.75,"Hydroptilidae",2
"1463",1059,"8/19/2003",8.75,"Corydalidae",1
"1464",1059,"8/19/2003",8.75,"Gomphidae",1
"1465",1059,"8/19/2003",8.75,"Perlidae",1
"1466",1060,"8/20/2003",7.14,"Perlidae",3
"1467",1060,"8/20/2003",7.14,"Philopotamidae",1
"1468",1060,"8/20/2003",7.14,"Heptageniidae",2
"1469",1060,"8/20/2003",7.14,"Corydalidae",1
"1470",1060,"8/20/2003",7.14,"Psephenidae",1
"1471",1062,"8/21/2003",7.63,"Perlidae",2
"1472",1062,"8/21/2003",7.63,"Philopotamidae",1
"1473",1062,"8/21/2003",7.63,"Heptageniidae",2
"1474",1062,"8/21/2003",7.63,"Glossosomatidae",1
"1475",1062,"8/21/2003",7.63,"Isonychiidae",1
"1476",1062,"8/21/2003",7.63,"Rhyacophilidae",1
"1477",1073,"9/16/2003",6.23,"Leuctridae",1
"1478",1073,"9/16/2003",6.23,"Rhyacophilidae",1
"1479",1085,"7/31/2003",5.04,"Philopotamidae",2
"1480",1085,"7/31/2003",5.04,"Heptageniidae",1
"1481",1091,"7/30/2003",5.87,"Philopotamidae",1
"1482",1091,"7/30/2003",5.87,"Psephenidae",1
"1483",1091,"7/30/2003",5.87,"Hydroptilidae",1
"1484",1091,"7/30/2003",5.87,"Leuctridae",1
"1485",1091,"7/30/2003",5.87,"Chloroperlidae",1
"1486",1091,"7/30/2003",5.87,"Perlidae",1
"1487",1123,"7/16/2003",5.78,"Caenidae",1
"1488",1123,"7/16/2003",5.78,"Psephenidae",1
"1489",1123,"7/16/2003",5.78,"Gomphidae",1
"1490",1123,"7/16/2003",5.78,"Leptohyphidae",1
"1491",1133,"8/3/2005",6.86,"Heptageniidae",3
"1492",1133,"8/3/2005",6.86,"Psephenidae",1
"1493",1134,"8/10/2005",6.55,"Philopotamidae",1
"1494",1134,"8/10/2005",6.55,"Helicopsychidae",1
"1495",1134,"8/10/2005",6.55,"Hydroptilidae",1
"1496",1134,"8/10/2005",6.55,"Heptageniidae",1
"1497",1140,"8/17/2005",6.12,"Philopotamidae",2
"1498",1140,"8/17/2005",6.12,"Psephenidae",1
"1499",1140,"8/17/2005",6.12,"Ephemerellidae",1
"1500",1140,"8/17/2005",6.12,"Heptageniidae",1
"1501",1142,"9/13/2005",6.24,"Athericidae",1
"1502",1142,"9/13/2005",6.24,"Caenidae",1
"1503",1142,"9/13/2005",6.24,"Philopotamidae",1
"1504",1142,"9/13/2005",6.24,"Ephemeridae",1
"1505",1142,"9/13/2005",6.24,"Helicopsychidae",1
"1506",1142,"9/13/2005",6.24,"Psephenidae",1
"1507",1142,"9/13/2005",6.24,"Heptageniidae",1
"1508",1142,"9/13/2005",6.24,"Leptohyphidae",1
"1509",1144,"8/17/2005",7.36,"Perlidae",1
"1510",1144,"8/17/2005",7.36,"Athericidae",1
"1511",1144,"8/17/2005",7.36,"Philopotamidae",1
"1512",1144,"8/17/2005",7.36,"Heptageniidae",1
"1513",1144,"8/17/2005",7.36,"Leuctridae",1
"1514",1144,"8/17/2005",7.36,"Pteronarcidae",1
"1515",1144,"8/17/2005",7.36,"Rhyacophilidae",1
"1516",1144,"8/17/2005",7.36,"Chloroperlidae",1
"1517",1144,"8/17/2005",7.36,"Peltoperlidae",1
"1518",1144,"8/17/2005",7.36,"Leptophlebiidae",1
"1519",1145,"8/17/2005",7.88,"Athericidae",1
"1520",1145,"8/17/2005",7.88,"Caenidae",1
"1521",1145,"8/17/2005",7.88,"Philopotamidae",1
"1522",1145,"8/17/2005",7.88,"Isonychiidae",1
"1523",1145,"8/17/2005",7.88,"Lepidostomatidae",1
"1524",1145,"8/17/2005",7.88,"Corydalidae",1
"1525",1145,"8/17/2005",7.88,"Perlidae",1
"1526",1145,"8/17/2005",7.88,"Psephenidae",1
"1527",1145,"8/17/2005",7.88,"Heptageniidae",1
"1528",1145,"8/17/2005",7.88,"Ephemerellidae",1
"1529",1145,"8/17/2005",7.88,"Gomphidae",1
"1530",1148,"8/17/2005",6.3,"Perlidae",1
"1531",1148,"8/17/2005",6.3,"Philopotamidae",1
"1532",1148,"8/17/2005",6.3,"Rhyacophilidae",1
"1533",1149,"8/16/2005",8.29,"Athericidae",1
"1534",1149,"8/16/2005",8.29,"Philopotamidae",1
"1535",1149,"8/16/2005",8.29,"Heptageniidae",3
"1536",1149,"8/16/2005",8.29,"Isonychiidae",1
"1537",1149,"8/16/2005",8.29,"Corydalidae",1
"1538",1149,"8/16/2005",8.29,"Perlidae",2
"1539",1149,"8/16/2005",8.29,"Psephenidae",1
"1540",1149,"8/16/2005",8.29,"Rhyacophilidae",1
"1541",1149,"8/16/2005",8.29,"Hydroptilidae",1
"1542",1151,"8/16/2005",5.59,"Philopotamidae",1
"1543",1151,"8/16/2005",5.59,"Psephenidae",2
"1544",1155,"8/16/2005",8.41,"Perlidae",2
"1545",1155,"8/16/2005",8.41,"Caenidae",1
"1546",1155,"8/16/2005",8.41,"Philopotamidae",1
"1547",1155,"8/16/2005",8.41,"Hydroptilidae",2
"1548",1155,"8/16/2005",8.41,"Isonychiidae",1
"1549",1155,"8/16/2005",8.41,"Psephenidae",1
"1550",1155,"8/16/2005",8.41,"Ephemerellidae",1
"1551",1155,"8/16/2005",8.41,"Heptageniidae",1
"1552",1157,"8/16/2005",8.24,"Perlidae",1
"1553",1157,"8/16/2005",8.24,"Athericidae",1
"1554",1157,"8/16/2005",8.24,"Brachycentridae",1
"1555",1157,"8/16/2005",8.24,"Philopotamidae",2
"1556",1157,"8/16/2005",8.24,"Isonychiidae",1
"1557",1157,"8/16/2005",8.24,"Heptageniidae",2
"1558",1157,"8/16/2005",8.24,"Leuctridae",1
"1559",1157,"8/16/2005",8.24,"Corydalidae",1
"1560",1157,"8/16/2005",8.24,"Psephenidae",1
"1561",1157,"8/16/2005",8.24,"Odontoceridae",1
"1562",1157,"8/16/2005",8.24,"Ephemerellidae",1
"1563",1159,"8/16/2005",6.93,"Philopotamidae",2
"1564",1159,"8/16/2005",6.93,"Heptageniidae",3
"1565",1159,"8/16/2005",6.93,"Isonychiidae",1
"1566",1159,"8/16/2005",6.93,"Psephenidae",1
"1567",1160,"8/16/2005",9.24,"Perlidae",2
"1568",1160,"8/16/2005",9.24,"Athericidae",1
"1569",1160,"8/16/2005",9.24,"Caenidae",1
"1570",1160,"8/16/2005",9.24,"Philopotamidae",1
"1571",1160,"8/16/2005",9.24,"Heptageniidae",3
"1572",1160,"8/16/2005",9.24,"Isonychiidae",1
"1573",1160,"8/16/2005",9.24,"Leuctridae",1
"1574",1160,"8/16/2005",9.24,"Psephenidae",1
"1575",1160,"8/16/2005",9.24,"Ephemerellidae",1
"1576",1160,"8/16/2005",9.24,"Leptohyphidae",1
"1577",1163,"8/16/2005",7.48,"Caenidae",1
"1578",1163,"8/16/2005",7.48,"Philopotamidae",1
"1579",1163,"8/16/2005",7.48,"Psephenidae",1
"1580",1163,"8/16/2005",7.48,"Ephemeridae",1
"1581",1163,"8/16/2005",7.48,"Helicopsychidae",1
"1582",1163,"8/16/2005",7.48,"Hydroptilidae",1
"1583",1163,"8/16/2005",7.48,"Heptageniidae",2
"1584",1164,"8/16/2005",5.17,"Caenidae",1
"1585",1164,"8/16/2005",5.17,"Philopotamidae",1
"1586",1164,"8/16/2005",5.17,"Corydalidae",1
"1587",1164,"8/16/2005",5.17,"Psephenidae",1
"1588",1165,"8/16/2005",4.33,"Leptophlebiidae",1
"1589",1165,"8/16/2005",4.33,"Heptageniidae",1
"1590",1165,"8/16/2005",4.33,"Gomphidae",1
"1591",1166,"8/17/2005",7.37,"Perlidae",1
"1592",1166,"8/17/2005",7.37,"Athericidae",1
"1593",1166,"8/17/2005",7.37,"Philopotamidae",1
"1594",1166,"8/17/2005",7.37,"Heptageniidae",3
"1595",1166,"8/17/2005",7.37,"Rhyacophilidae",1
"1596",1167,"8/17/2005",7.87,"Perlidae",2
"1597",1167,"8/17/2005",7.87,"Philopotamidae",1
"1598",1167,"8/17/2005",7.87,"Heptageniidae",3
"1599",1167,"8/17/2005",7.87,"Leuctridae",1
"1600",1167,"8/17/2005",7.87,"Corydalidae",1
"1601",1167,"8/17/2005",7.87,"Psephenidae",1
"1602",1167,"8/17/2005",7.87,"Pteronarcidae",1
"1603",1167,"8/17/2005",7.87,"Rhyacophilidae",1
"1604",1167,"8/17/2005",7.87,"Peltoperlidae",1
"1605",1168,"8/16/2005",7.64,"Psephenidae",1
"1606",1168,"8/16/2005",7.64,"Heptageniidae",2
"1607",1168,"8/16/2005",7.64,"Leuctridae",1
"1608",1168,"8/16/2005",7.64,"Corydalidae",1
"1609",1168,"8/16/2005",7.64,"Rhyacophilidae",1
"1610",1168,"8/16/2005",7.64,"Chloroperlidae",1
"1611",1169,"8/17/2005",6.86,"Philopotamidae",1
"1612",1169,"8/17/2005",6.86,"Heptageniidae",2
"1613",1169,"8/17/2005",6.86,"Corydalidae",1
"1614",1169,"8/17/2005",6.86,"Perlidae",1
"1615",1172,"8/16/2005",5.86,"Perlidae",1
"1616",1172,"8/16/2005",5.86,"Philopotamidae",1
"1617",1172,"8/16/2005",5.86,"Hydroptilidae",1
"1618",1172,"8/16/2005",5.86,"Isonychiidae",1
"1619",1172,"8/16/2005",5.86,"Corydalidae",1
"1620",1172,"8/16/2005",5.86,"Rhyacophilidae",1
"1621",1173,"8/17/2005",8.15,"Perlidae",2
"1622",1173,"8/17/2005",8.15,"Athericidae",1
"1623",1173,"8/17/2005",8.15,"Philopotamidae",1
"1624",1173,"8/17/2005",8.15,"Heptageniidae",2
"1625",1173,"8/17/2005",8.15,"Isonychiidae",1
"1626",1173,"8/17/2005",8.15,"Leuctridae",1
"1627",1173,"8/17/2005",8.15,"Corydalidae",1
"1628",1173,"8/17/2005",8.15,"Psephenidae",1
"1629",1173,"8/17/2005",8.15,"Odontoceridae",1
"1630",1173,"8/17/2005",8.15,"Rhyacophilidae",1
"1631",1173,"8/17/2005",8.15,"Chloroperlidae",1
"1632",1176,"8/16/2005",7.42,"Perlidae",1
"1633",1176,"8/16/2005",7.42,"Caenidae",1
"1634",1176,"8/16/2005",7.42,"Psephenidae",2
"1635",1176,"8/16/2005",7.42,"Heptageniidae",3
"1636",1176,"8/16/2005",7.42,"Corydalidae",1
"1637",1176,"8/16/2005",7.42,"Perlodidae",1
"1638",1178,"8/17/2005",5.71,"Athericidae",1
"1639",1178,"8/17/2005",5.71,"Philopotamidae",2
"1640",1178,"8/17/2005",5.71,"Corydalidae",1
"1641",1178,"8/17/2005",5.71,"Perlidae",1
"1642",1178,"8/17/2005",5.71,"Rhyacophilidae",1
"1643",1178,"8/17/2005",5.71,"Heptageniidae",1
"1644",1185,"8/16/2005",6.93,"Perlidae",2
"1645",1185,"8/16/2005",6.93,"Philopotamidae",1
"1646",1185,"8/16/2005",6.93,"Psephenidae",1
"1647",1185,"8/16/2005",6.93,"Gomphidae",1
"1648",1185,"8/16/2005",6.93,"Leptophlebiidae",1
"1649",1185,"8/16/2005",6.93,"Rhyacophilidae",1
"1650",1185,"8/16/2005",6.93,"Heptageniidae",1
"1651",1185,"8/16/2005",6.93,"Peltoperlidae",1
"1652",1185,"8/16/2005",6.93,"Chloroperlidae",1
"1653",1185,"8/16/2005",6.93,"Polycentropodidae",1
"1654",1187,"8/17/2005",5.9,"Athericidae",1
"1655",1187,"8/17/2005",5.9,"Philopotamidae",1
"1656",1187,"8/17/2005",5.9,"Leuctridae",1
"1657",1187,"8/17/2005",5.9,"Corydalidae",1
"1658",1187,"8/17/2005",5.9,"Heptageniidae",1
"1659",1187,"8/17/2005",5.9,"Perlidae",1
"1660",1192,"8/11/2005",8.28,"Perlidae",3
"1661",1192,"8/11/2005",8.28,"Athericidae",1
"1662",1192,"8/11/2005",8.28,"Isonychiidae",1
"1663",1192,"8/11/2005",8.28,"Heptageniidae",2
"1664",1192,"8/11/2005",8.28,"Corydalidae",1
"1665",1192,"8/11/2005",8.28,"Psephenidae",1
"1666",1192,"8/11/2005",8.28,"Leptophlebiidae",1
"1667",1195,"8/16/2005",6.84,"Perlidae",1
"1668",1195,"8/16/2005",6.84,"Caenidae",1
"1669",1195,"8/16/2005",6.84,"Glossosomatidae",1
"1670",1195,"8/16/2005",6.84,"Hydroptilidae",1
"1671",1195,"8/16/2005",6.84,"Psephenidae",1
"1672",1195,"8/16/2005",6.84,"Heptageniidae",1
"1673",1195,"8/16/2005",6.84,"Ephemerellidae",1
"1674",1195,"8/16/2005",6.84,"Leptophlebiidae",1
"1675",1195,"8/16/2005",6.84,"Polycentropodidae",1
"1676",1205,"8/16/2005",6.26,"Psephenidae",2
"1677",1205,"8/16/2005",6.26,"Ephemeridae",1
"1678",1205,"8/16/2005",6.26,"Hydroptilidae",1
"1679",1205,"8/16/2005",6.26,"Corydalidae",1
"1680",1208,"8/18/2005",6.06,"Perlidae",1
"1681",1208,"8/18/2005",6.06,"Psephenidae",1
"1682",1209,"8/18/2005",5.39,"Philopotamidae",1
"1683",1209,"8/18/2005",5.39,"Corydalidae",1
"1684",1209,"8/18/2005",5.39,"Perlidae",1
"1685",1209,"8/18/2005",5.39,"Rhyacophilidae",1
"1686",1209,"8/18/2005",5.39,"Heptageniidae",1
"1687",1211,"8/17/2005",7.77,"Perlidae",2
"1688",1211,"8/17/2005",7.77,"Athericidae",1
"1689",1211,"8/17/2005",7.77,"Brachycentridae",1
"1690",1211,"8/17/2005",7.77,"Corydalidae",1
"1691",1211,"8/17/2005",7.77,"Philopotamidae",1
"1692",1211,"8/17/2005",7.77,"Isonychiidae",1
"1693",1211,"8/17/2005",7.77,"Rhyacophilidae",2
"1694",1211,"8/17/2005",7.77,"Chloroperlidae",1
"1695",1212,"8/16/2005",7.65,"Perlidae",1
"1696",1212,"8/16/2005",7.65,"Caenidae",1
"1697",1212,"8/16/2005",7.65,"Philopotamidae",1
"1698",1212,"8/16/2005",7.65,"Glossosomatidae",1
"1699",1212,"8/16/2005",7.65,"Psephenidae",1
"1700",1212,"8/16/2005",7.65,"Rhyacophilidae",1
"1701",1212,"8/16/2005",7.65,"Heptageniidae",2
"1702",1212,"8/16/2005",7.65,"Perlodidae",1
"1703",1213,"8/11/2005",8.76,"Perlidae",1
"1704",1213,"8/11/2005",8.76,"Philopotamidae",1
"1705",1213,"8/11/2005",8.76,"Heptageniidae",3
"1706",1213,"8/11/2005",8.76,"Isonychiidae",1
"1707",1213,"8/11/2005",8.76,"Gomphidae",1
"1708",1213,"8/11/2005",8.76,"Psephenidae",1
"1709",1213,"8/11/2005",8.76,"Ephemerellidae",1
"1710",1218,"8/16/2005",5.44,"Caenidae",1
"1711",1218,"8/16/2005",5.44,"Psephenidae",1
"1712",1218,"8/16/2005",5.44,"Heptageniidae",2
"1713",1223,"8/16/2005",5.76,"Ephemeridae",1
"1714",1223,"8/16/2005",5.76,"Psephenidae",1
"1715",1225,"8/17/2005",6.86,"Perlidae",1
"1716",1225,"8/17/2005",6.86,"Athericidae",1
"1717",1225,"8/17/2005",6.86,"Rhyacophilidae",1
"1718",1225,"8/17/2005",6.86,"Heptageniidae",1
"1719",1225,"8/17/2005",6.86,"Peltoperlidae",1
"1720",1226,"9/14/2005",8.12,"Perlidae",3
"1721",1226,"9/14/2005",8.12,"Athericidae",1
"1722",1226,"9/14/2005",8.12,"Philopotamidae",1
"1723",1226,"9/14/2005",8.12,"Ephemeridae",1
"1724",1226,"9/14/2005",8.12,"Psephenidae",1
"1725",1226,"9/14/2005",8.12,"Heptageniidae",1
"1726",1226,"9/14/2005",8.12,"Gomphidae",1
"1727",1227,"9/7/2005",8.32,"Perlidae",1
"1728",1227,"9/7/2005",8.32,"Brachycentridae",1
"1729",1227,"9/7/2005",8.32,"Philopotamidae",2
"1730",1227,"9/7/2005",8.32,"Heptageniidae",3
"1731",1227,"9/7/2005",8.32,"Isonychiidae",1
"1732",1227,"9/7/2005",8.32,"Odontoceridae",1
"1733",1227,"9/7/2005",8.32,"Gomphidae",1
"1734",1228,"9/6/2005",8.21,"Perlidae",4
"1735",1228,"9/6/2005",8.21,"Brachycentridae",1
"1736",1228,"9/6/2005",8.21,"Philopotamidae",1
"1737",1228,"9/6/2005",8.21,"Corydalidae",1
"1738",1228,"9/6/2005",8.21,"Heptageniidae",3
"1739",1228,"9/6/2005",8.21,"Helicopsychidae",1
"1740",1228,"9/6/2005",8.21,"Isonychiidae",1
"1741",1228,"9/6/2005",8.21,"Psephenidae",1
"1742",1228,"9/6/2005",8.21,"Gomphidae",1
"1743",1231,"9/6/2005",8.5,"Perlidae",3
"1744",1231,"9/6/2005",8.5,"Philopotamidae",2
"1745",1231,"9/6/2005",8.5,"Heptageniidae",3
"1746",1231,"9/6/2005",8.5,"Isonychiidae",1
"1747",1231,"9/6/2005",8.5,"Hydroptilidae",1
"1748",1231,"9/6/2005",8.5,"Leptophlebiidae",1
"1749",1231,"9/6/2005",8.5,"Psephenidae",1
"1750",1234,"9/7/2005",5.94,"Athericidae",1
"1751",1234,"9/7/2005",5.94,"Philopotamidae",1
"1752",1234,"9/7/2005",5.94,"Psephenidae",1
"1753",1234,"9/7/2005",5.94,"Isonychiidae",1
"1754",1234,"9/7/2005",5.94,"Hydroptilidae",1
"1755",1234,"9/7/2005",5.94,"Corydalidae",1
"1756",1234,"9/7/2005",5.94,"Rhyacophilidae",1
"1757",1235,"9/6/2005",7.82,"Perlidae",1
"1758",1235,"9/6/2005",7.82,"Philopotamidae",1
"1759",1235,"9/6/2005",7.82,"Psephenidae",2
"1760",1235,"9/6/2005",7.82,"Isonychiidae",1
"1761",1235,"9/6/2005",7.82,"Hydroptilidae",1
"1762",1235,"9/6/2005",7.82,"Brachycentridae",1
"1763",1235,"9/6/2005",7.82,"Rhyacophilidae",1
"1764",1235,"9/6/2005",7.82,"Ephemerellidae",1
"1765",1235,"9/6/2005",7.82,"Heptageniidae",1
"1766",1235,"9/6/2005",7.82,"Leuctridae",1
"1767",1236,"9/7/2005",7.16,"Perlidae",2
